,Content,QUALITY,SMELL,SHIPPING,PACKING,PRICE,OTHERS
4712,lần đầu tiên mua hàng bên tiki thấy thất vọng quá. tuýp srm thì bị chầy xước nhìn cũ lắm ý. biết là tuýp to nhưng có 80ml thì lấy ra nó ít nhưng k nghĩ là khó lấy nv. kiểu như bị dùng r ý. chưa dùng nên chưa đánh giá. nhưng vẫn để 4* vì giao hàng nhanh,,, Positive,,, Negative
4713,"hàng quá tệ với vừa bóc ra cũ kĩ, xỉn màu và dính đất
có nữ hàng mới nguyên mà bóp méo hộp vẫn chưa ra sp",,,, Negative,, Negative
4714,"Có lẽ không phù hợp với mình, rửa mặt xong vẫn cảm giác không khô thoáng, để lại nhờn dính mặt, vỏ sản phẩm khiến mình lo nghĩ có lẽ là sản phẩm giả, phần thân tuýp bị xước lộ màu trắng nguyên bản của tuýp kiểu nhuộm đỏ lên thân vỏ vậy, và phần đáy tuýp gần date sử dụng màu đỏ cảm giác như hàng giả đích thực, màu sắc vỏ sản phẩm không thật, và không tinh tế, tuy nhiên với giá tiền này thì mình không đòi hỏi nhiều, có thể bỏ đi và không dùng đến khi mình k thấy phù hợp hay nghi ngờ", Negative,,,,, Negative
4715,"Vỏ thì ố vàng, trày xướt, nhãn mán đầy bụi.  Check xem thì đã hết hạn sử dụng từ 28/06/2019. Rất không hài lòng. mong tiki có biện pháp giải quyết",,,,,, Negative
4716,"Sản phẩm dùng ổn nhưng đợt này do dịch nên giao hàng quá lâu, hơn 2 tháng rồi mình mới nhận được", Neutral,, Negative,,,
4717,ai cũng nói mua điều có quà tặng những mình mua thì kg có.hơi thất vọng còn về sản phẩm thì chưa sử dụng nên sẽ đánh giá sao,,,,,, Negative
4718,"Nhận hàng xong mang ra xài có cảm giác dung tích k đủ 80g. Phải bóp từ tít dưới dấy chai mới ra được sữa rửa mặt. Bình thường mua ở Nhật về thì thấy chai rất đầy, ấn nhẹ một chút là đã ra sữa rửa mặt.",,,,,, Negative
4719,Nhãn ghi pH cân bằng nhưng khi rửa mình vẫn cảm giác da hơi khô 1 xíu xíu so với những srm khác., Negative,,,,,
4720,Mua tặng mẹ nên cũng kh biết chất lượng như nào. Nma giao hàng nhanh. Đóng gói ổn.,,, Positive, Neutral,,
4721,Đã giao tới đâu mà đòi đánh giá một sao nhé,,,,,, Negative
4722,"Mùi không nồng lắm nhưng đúng kiểu mùi của mĩ phẩm Nhật ý. Cảm giác dùng trên mặt cũng khá sạch nhưng da cứ bị căng căng không mềm mịn, được cái không bị dị ứng", Neutral, Neutral,,,,
4723,k hài lòng.tem nhãn vớ vẩn quá.minh rửa bị kích ứng da, Negative,,,,, Negative
4724,"Kiện hàng bị móp, nắp hỏng... kêu đăng ký tặng túi kèm theo mà không thấy có quà",,,, Negative,, Negative
4725,"Giao hàng nhanh, đóng gói kĩ",,, Positive, Positive,,
4726,"Hình ảnh ko liên quan,sữa rửa mặt dở lắm.", Negative,,,,, Negative
4727,"Nhận típ sữa rửa mặt giống hàng trưng bày hay sài rồi vậy cũ xì, nhìn típ sữa ko thiện cảm tí nào,mùi thì hôi ko chịu được,sảng phẩm thì ko có gi ngày sx, ko biết là do hết hạng sd hay hàng giả nữa",, Negative,,,, Negative
4728,Giao Hàng Nhanh. chưa sd,,, Positive,,,
4729,không có quà tặng mà để có quà tặng,,,,,, Negative
4730,Mua hộ chị nên không biết chất lượng thế nào nhưng mình từng dùng loại màu trắng thấy khá ổn, Neutral,,,,,
4731,sữa mặt như hình dùng tốt, Neutral,,,,,
4732,"Chất lượng ok , giá hợp lý , giao nhanh", Neutral,, Positive,, Neutral,
4733,"Đặt hàng 3 món, mà chỉ giao 1, phản hồi thì chưa thấy shop giải quyết",,,,,, Negative
4734,Trên giới thiệu sản phẩm có giỏ tặng kèm nhưng mình không nhận được quà tặng kèm,,,,,, Negative
4735,Bị lỗi khi vừa nhận được. vỏ bị trầy xước và lủng lỗ khiến sản phẩm chảy ra ngoài,,,,,, Negative
4736,Sao phần sắp xếp lại bỏ phần giảm giá ? Mình thấy rất bất tiện khi sử dụng app :(((,,,,,, Negative
4737,"sử dụng da lên nám, không hợp", Negative,,,,,
4738,"Srm dùng ok, ko khô căng, nhưng tuýp giống như bị rỗng, ruột có xíu mà cái vỏ chà bá, ko có tem niêm phong.", Neutral,,,,, Negative
4739,bọt hơi ít. sạch da. mà hơi ít sản phẩm, Neutral,,,,, Negative
4740,SRM gây khô da. ko thích hợp với da khô, Negative,,,,,
4741,"Da mình mụn và nhạy cảm đã nổi mụn, ngứa rát sau khi sử dụng sữa rửa mặt này", Negative,,,,,
4742,Đặt hơn 2 tháng mới giao hàng.,,, Negative,,,
4743,Sữa rửa mặt có mùi ko thik lắm.,, Negative,,,,
4744,Tiki ơi mình chưa nhận được hàng,,, Negative,,,
4745,Trong chai kem ko có miếng niêm phong ở miệng chai nên có cảm giác ko đảm bảo về chất lượng,,,,,, Negative
4746,"sao gửi hàng không niêm phong , chai giống như đã xài dỡ là sao",,,,,, Negative
4747,đua hàng ko đúng ai đặt nua🤨,,,,,, Negative
4748,Hàng quá tệ srm như kiểu đã qua sd. K có nghiêm phong bao bì sp, Negative,,,,, Negative
4749,một đơn mà giao hai lần. mình cũng không thích điều này lắm.,,, Negative,,,
4750,Hang nhìn hơi cũ,,,,,, Negative
4751,Rất tốt rất mềm da nhé mn đáng mua, Positive,,,,,
4752,"Hàng đóng gói cẩn thận , giao đúng ngày, chưa dùng nên chưa nhận xét về chất lượng",,, Neutral, Positive,,
4753,sản phẩm thì OK nhưng mà giao hàng quá chậm chờ cả hơn chục ngày ms có hàng, Neutral,, Negative,,,
4754,Moi nguoi lưu ý trọng lượng nha. Chi co 80g nên hơi nhỏ,,,,,, Negative
4755,"Giao hàng nhanh, shipper nhiệt tình, chất lượng chờ 1 times sau nx",,, Positive,,,
4756,Sp dùng cũng được tuy nhiên lượng sữa quá ít chỉ đươcj 1/3 hộp thôi, Neutral,,,,, Negative
4757,"Sản phẩm còn date xa, sử dụng tốt, mua ở tiki nhiều lần rồi", Positive,,,,, Positive
4758,sp dùng ko thích cho lắm, Negative,,,,,
4759,rửa xg thấy da mịn màng cảm giác rất thích, Positive,,,,,
4760,"Rữa mềm lắm nha, ahihihihi", Positive,,,,,
4761,Chỉ thấy tác dụng làm sạch da còn  chống lão hóa dưỡng ẩm không thấy, Neutral,,,,,
4762,"Lần đầu đặt thử đơn hàng trên tiki mà thấy hài lòng quá chừng, 100% là hàng real rồi, gói hàng chắc chắn. Shipper dễ thương. Giao cực nhanh, đặt hôm qua hôm nay đã giao.",,, Positive, Positive,, Positive
4763,"Sản phẩm ổn, shipper thân thiện", Neutral,, Positive,,,
4764,"Có các hạt li ti nhưng mềm tròn ko cứng, ma sát lên da ko gây rát , hạt mềm hơn các loại khác nhé. Hoàn toàn không mùi, gel trong đặc, rửa xong rất sạch nhưng ko hề khô da.", Positive, Neutral,,,,
4765,"sữa rửa mặt dụi nhẹ, không kích ứng, rửa xong hơi thấy khô một chút, srm có các hạt nhỏ tuy nhiên khi rửa thì ko thấy có cảm giác chà xát trên da. Da mình là da khô nhạy cảm vào mùa đông và nhảy cảm dầu nhẹ vào mùa hè, trước đây mình từng dùng cetephil và cocoon", Positive,,,,,
4766,"Như ở phần gt sản phẩm thì sữa rửa mặt này giúp kiềm dầu nên khi rửa xong mặt sẽ khá khô, mấy đứa mặt cả chậu dầu như mình thì thấy ok lắm nha.", Neutral,,,,,
4767,"SRM có hạt nhưng rất nhỏ,có mùi lạ ko thơm hơi chua nhẹ,ko tạo bọt nhìu nên dùng hơi hao xíu nha,lần sau mình sẽ mua lại nhưng là Srm dòng khác của Simple", Neutral, Negative,,,,
4768,"Lần đầu dùng sản phẩm của simple cảm thấy rất tốt 
Giá tiền phù hợp với học sinh
Dùng xong da mặt rất mịn và mát 
Cũng có kìm dầu nhưng được 1 phần nào đó thôi", Neutral,,,, Positive,
4769,tiki làm việc cực kì nhanh chóng,,,,,, Positive
4770,"Sử dụng rất tốt, không gây kích ứng da, rất đáng đồng tiền bát gạo để mua nha.", Positive,,,,,
4771,"Da mặt của mình là da thường, đeo khẩu trang rồi ăn uống cay nóng nên da có lên ít mụn,mình đã sử dụng đc 4 tháng ko đều nhưng hiệu quả thật sự, giảm mụn rõ luôn.", Positive,,,,,
4772,"Chưa dùng thử nên chưa biết nhưng nếu có hiệu quả thì sẽ quay lại mua nhiều nhiều ạ, có điều đóng gói chưa chắc chắn cho lắm cần cải thiện về mảng đóng gói",,,, Negative,,
4773,Đặt hôm qua nay đã giao rồi ạ. Sữa rữa mặt dịu nhẹ mùi dễ chịu ko nồng dùng rất mịn ạ. Mọi người nên thử, Positive, Neutral, Positive,,,
4774,"Giao hàng ko nhanh lắm, dùng bình thường ở mức độ ổn, giá thành hợp lý với hssv", Neutral,, Negative,, Positive,
4775,"tùy da nhưng đối với bản thân mình sử dụng thấy khá hợp, sản phẩm lành tính, khả năng làm sạch ổn không gây căng da. So với mức giá thì quá chất lượng", Positive,,,,,
4776,"Da mình là loại da hỗn hợp thiên dầu rất dễ bị nổi mụn. Khi sử dụng sản phẩm này thấy khá là hợp, rửa sạch dịu nhẹ, ko làm khô da.", Positive,,,,,
4777,"Sản phẩm khá đặc, dạng keo trong có hạn siêu nhỏ, khi rữa da như được cấp nước và khô thoáng. Do có hạt nên hạn chế trà sát mạnh.", Positive,,,,,
4778,"Giao nhanh, sáng đặt chiều nhận hàng, lần đầu dùng khá thích, không bị khô da", Positive,,,,,
4779,Hai srm dịu nhẹ hợp vs da nhạy cảm or da thiên dầu, Neutral,,,,,
4780,"Đóng gói cẩn thận nha , ko gây kích ứng da , rửa mặt xong cũng ko bị khô da hay căng da", Positive,,, Positive,,
4781,Làm sạch sâu khoong gay kich ưng lành tính, Positive,,,,,
4782,Giao đúng mẫu,,,,,, Neutral
4783,Sài rất sạch da và ko bị kích ứng, Positive,,,,,
4784,"dùng sạch, ổn, không gây khô, ngứa da", Positive,,,,,
4785,sp tốt. k gây kích ứng da., Positive,,,,,
4786,Sài rất ok nhẹ dịu ko kích ứng, Neutral,,,,,
4787,cầm nặng tay cũng ok nhưng srm cứ đặc đặc với có mấy hạt hơi khó chịu chút, Negative,,,,, Neutral
4788,"giao hàng nhanh chóng, gói sp kỹ càng",,, Positive, Positive,,
4789,lần đầu sử dụng giao hàng nhanh.,,, Positive,,,
4790,"Rửa sạch nhưng hơi khô. Dạng gel có hạt liti không quá phù hợp với da nhạy cảm, da dễ nổi mụn.", Neutral,,,,,
4791,"Sản phẩm tốt, nên mua ha, giá rẻ nữa", Positive,,,, Positive,
4792,Sản phẩm tốt nha có hạt nhỏ xài đã lắm, Positive,,,,,
4793,giao hàng nhanh gói hàng cẩn thận rửa rửa mặt dịu nhẹ ổn định lần sau ủng hộ tiếp, Neutral,, Positive, Positive,,
4794,"Hàng tốt,shipper thân thiện", Positive,, Positive,,,
4795,"hàng giao giống như hình ảnh, hsd xa 2024",,,,,, Positive
4796,"kiềm dầu, mịn da, sảng khoái", Positive,,,,,
4797,Tiki gói hành kĩ lắm,,,, Positive,,
4798,"Đóng gói cẩn thận,giao hàng nhanh",,, Positive, Positive,,
4799,"Mình sử dụng được vài ngày, cảm giác sạch và ko xà phòng, rất đáng để trải nghiêm", Positive,,,,,
4800,mình mới đặt hôm qua mà nay đã có rồi nói chung chưa thử nhưng thấy giao hàng khá nhanh,,, Positive,,,
4801,"Giao hàng nhanh, gói kĩ. Giá sản phẩm khá rẻ. Chất lượng tạm ổn.", Neutral,, Positive, Positive, Positive,
4802,"giao đúng hàng, đúng thời gian, dùng thích lắm có các hạt li ti mát xa", Positive,, Neutral,,,
4803,"Chất lượng hàng xịn xò, mua ở tiki rất yên tâm về hàng có chính hãng không", Positive,,,,, Positive
4804,Tốt.Giao hàng nhanh,,, Positive,,, Positive
4805,Dung tam được mua sale rất đáng mua, Neutral,,,,,
4806,"Rửa xong da khá ổn, giảm mụn , không khô rát da", Neutral,,,,,
4807,Chưa dùng nên chưa bik nhưng vẫn cho shop 5*,,,,,, Neutral
4808,đúng là dùng rất okela ! ko có xa phòng lên rửa có vào mắt cx ko cay !, Positive,,,,,
4809,"mùi dịu nhẹ, ít bọt. da sạch, có độ ẩm nhẹ.", Neutral, Positive,,,,
4810,"bao bọc sản phẩm cẩn thận, hàng chính hãng.",,,, Positive,, Positive
4811,giao hàng nhanh lắm. Shipper nhiệt tình sữa rửa mặt dùng okela í,,, Positive,,,
4812,"Sữa rửa mặt dịu nhẹ, rửa sạch mà không bị khô căng.", Positive,,,,,
4813,"Nhận được hàng giống hình, dùng nhẹ dịu",,,,,, Neutral
4814,"Sản phẩm giao siêu nhanh, không bị móp méo. Tuyệt vời 😁",,, Positive,,, Positive
4815,"Giao hàng nhanh, chưa dùng nhưng hy vọng sẽ phù hợp da mặt",,, Positive,,,
4816,Sản phẩm xài khá tốt giảm nhờn, Neutral,,,,,
4817,sản phẩm dùng rất tốt. giao hàng nhanh, Positive,, Positive,,,
4818,Sp dùng giảm mụn đáng kể. Giao nhanh, Positive,, Positive,,,
4819,"giao hàng hơi lâu, còn lại k có j để chê",,, Negative,,, Positive
4820,Kiềm dầu kém hơn Laroche posay, Negative,,,,,
4821,dùng đc 2 tuần thấy giảm được 60% mụn, Positive,,,,,
4822,"giao hàng nhanh,cô shipper nhiệt tình.",,, Positive,,,
4823,"Giao hàng nhanh,tuyệt",,, Postive,,,
4824,"Giao hàng nhanh
Sp tốt",,, Positive,,,
4825,Làm sạch sâu, Positive,,,,,
4826,Giao hàng nhanh. Nhân viên thân thiện nhiệt tình. Tuy nhiên không có quà tặng chai sữa tắm như hình quảng cáo.,,, Positive,,, Neutral
4827,Mua Combo 02 hộp mà chỉ nhận dc 01 hộp là sao??,,,,,, Negative
4828,"Đã nhận được hàng, đủ 3 món. Không có món tặng kèm, chắc là hết lượt rồi",,,,,, Neutral
4829,"- Sản phẩm giao hàng nhanh, đặt hôm trước hôm sau đã được giao luôn rồi..
- Chú shipper thân thiện, nhiệt tình ạ
- Sản phẩm mới sử dụng lần đầu nên chưa có cảm nhận rõ ràng nhất. Nhưng được cái là khá dịu nhẹ và rửa xong da không bị khô căng", Neutral,, Positive,,,
4830,"Hàng giao hơi lâu nhưng tại dịch nên bỏ qua nói có quà tặng kèm nhưng ko có, chc lượng sản phẩm chx dùng nên chx bt",,, Negative,,, Negative
4831,Không có quà tặng. Nhà bán hàng nên gỡ bỏ khuyến mãi,,,,,, Negative
4832,"Giao hàng nhanh, cẩn thận, hạn dùng dài. Chất lượng thì chưa dùng nên chưa biết.",,, Positive,,, Positive
4833,Nhận đúng hàng giao nhanh nhưng sao  thấy  trên hình ảnh là mua srm tặng tẩy trang mà mk k  thấy,,, Positive,,, Negative
4834,Sản phẩm tốt tuy nhiên ko có bao bì và tuýp hơi bẩn làm mình hơi quan ngại, Neutral,,,,, Negative
4835,"Chất lượng kém,mùi khó chịu", Negative,,,,,
4836,"Có vẻ như sản phẩm làm khô những đầu mụn lại , đống gói chưa ok lắm , hộp bị méo mó và có vẻ như là shipper check hàng", Neutral,,, Negative,,
4837,Ko có tẩy trang đi kèm,,,,,, Negative
4838,giao hàng nhanh ; mới sài lần đâu tiên chưa biết s ??,,, Positive,,,
4839,"Hài lòng, tuy nhiên mùi của sản phẩm mình thấy hơi khó chịu",, Negative,,,, Positive
4840,Không được tặng hàng khuyến mãi,,,,,, Negative
4841,Làm sạch tức thời nhưng không kiềm dầu được lâu, Neutral,,,,,
4842,sài thấy ngứa nên dừng luôn, Negative,,,,,
4843,"Sạch cơ bản, nhẹ nhàng", Neutral,,,,,
4844,Không có quà km như mô tả,,,,,, Negative
4845,Gel dạng hạt sạn sạn nên rửa không thích lắm., Negative,,,,,
4846,"sáng phẩn về đến tay bị bẩn, không được mới",,,,,, Negative
4847,ụa sao ko thấy bọt nhỉ... sạch nhưng ko thấy bọt gì cả, Neutral,,,,,
4848,Hàng về ko thấy có quà tặng kèm thất vọng,,,,,, Negative
4849,đóng gói quá tệ làm sp bị gẫy lắp,,,, Negative,,
4850,"Giao hàng hơi lâu do dịch bệnh rất phức tạp (chỉ thị 16 ở TPHCM) nhưng hàng thì có vẻ rất OK. Mã QR Code ok, hàng đầy đủ seal niêm phong bên ngoài. Mình rửa mặt thử thấy ko có dị ứng hay kích ứng gì dù da mình khá nhạy cảm. Nói chung 5 sao cho shop và sản phẩm", Positive,, Neutral,,, Positive
4851,"Dùng rất tốt, k bị khô da cũng k bị dầu. Thích hợp với những bạn da dầu nhiều", Positive,,,,,
